graph_type,n_requested,d_requested,seed,n,m,avg_degree,components,largest_component,density,theory_greedy,theory_optimum,theory_greedy_fraction,theory_optimum_fraction,greedy_method,greedy_size,greedy_status,greedy_runtime_seconds,greedy_objective_bound,greedy_mip_gap,greedy_message,ip_method,ip_size,ip_status,ip_runtime_seconds,ip_objective_bound,ip_mip_gap,ip_message
er,100,20.0,0,100,1000,20.0,1,100,0.20202020202020202,14.978661367769956,29.95732273553991,0.14978661367769955,0.2995732273553991,repeated_greedy,18,feasible,0.0036326669999999783,,,,ip_scipy,20,optimal,3.487586333,20.0,0.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
er,100,20.0,1,100,959,19.18,1,100,0.19373737373737374,14.978661367769956,29.95732273553991,0.14978661367769955,0.2995732273553991,repeated_greedy,19,feasible,0.00350216599999964,,,,ip_scipy,19,optimal,3.444352417,19.0,0.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
er,100,20.0,2,100,981,19.62,1,100,0.19818181818181818,14.978661367769956,29.95732273553991,0.14978661367769955,0.2995732273553991,repeated_greedy,20,feasible,0.0035483339999995422,,,,ip_scipy,20,optimal,2.7238704579999995,20.0,0.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
er,200,20.0,0,200,1961,19.61,1,200,0.0985427135678392,29.95732273553991,59.91464547107982,0.14978661367769955,0.2995732273553991,repeated_greedy,39,feasible,0.006760291999999168,,,,ip_scipy,0,limit_reached,30.005956000000005,,,Time limit reached. (HiGHS Status 13: model_status is Time limit reached; primal_status is b'At upper bound')
er,200,20.0,1,200,1978,19.78,1,200,0.09939698492462312,29.95732273553991,59.91464547107982,0.14978661367769955,0.2995732273553991,repeated_greedy,36,feasible,0.006853083000002869,,,,ip_scipy,0,limit_reached,30.006320958000003,,,Time limit reached. (HiGHS Status 13: model_status is Time limit reached; primal_status is b'At upper bound')
er,200,20.0,2,200,2002,20.02,1,200,0.10060301507537689,29.95732273553991,59.91464547107982,0.14978661367769955,0.2995732273553991,repeated_greedy,39,feasible,0.006884916000004182,,,,ip_scipy,0,limit_reached,30.022653958000006,,,Time limit reached. (HiGHS Status 13: model_status is Time limit reached; primal_status is b'At upper bound')
