graph_type,dataset,seed,largest_component_only,n,m,avg_degree,components,largest_component,density,theory_greedy,theory_optimum,theory_greedy_fraction,theory_optimum_fraction,greedy_method,greedy_size,greedy_status,greedy_runtime_seconds,greedy_objective_bound,greedy_mip_gap,greedy_message,ip_method,ip_size,ip_status,ip_runtime_seconds,ip_objective_bound,ip_mip_gap,ip_message
snap,ca-GrQc.txt.gz,0,False,5241,14484,5.527189467658844,354,4158,0.0010548071503165733,1621.1548498081374,3242.309699616275,0.30932166567604225,0.6186433313520845,repeated_greedy,2458,feasible,1.798045959,,,,ip_scipy,2458,optimal,0.3760899590000002,2458.0,0.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
